File,mean_particles,File_path,n_samples,time_per_event,code,code_version,algorithm,strategy,radius,power,backend,backend_version
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,684.05,CJetReconstruction,unknown,AntiKt,N2Tiled,2.0,-1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,822.53,CJetReconstruction,unknown,AntiKt,N2Tiled,2.0,-1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,26.02,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,39.93,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,75.71,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,120.97,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,154.39,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,214.43,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,284.06,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,405.36,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,549.58,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,745.12,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,869.68,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1057.43,CJetReconstruction,unknown,AntiKt,N2Tiled,3.0,-1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,12.62,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,22.28,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,30.75,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,55.54,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,77.55,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,118.01,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,173.38,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,284.47,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,404.64,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,591.55,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,727.71,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,896.44,CJetReconstruction,unknown,CA,N2Plain,0.2,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,14.76,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,25.5,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,42.61,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,78.27,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,129.17,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,152.39,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,239.09,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,375.23,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,540.2,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,795.13,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,900.93,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1155.24,CJetReconstruction,unknown,CA,N2Plain,0.4,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,16.99,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,28.8,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,54.48,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,97.81,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,133.67,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,178.76,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,273.87,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,409.39,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,579.5,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,836.23,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,935.64,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1170.4,CJetReconstruction,unknown,CA,N2Plain,1.0,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,17.33,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,28.25,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,57.51,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,100.62,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,139.62,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,182.27,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,277.91,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,412.76,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,582.07,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,827.66,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,939.13,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1179.61,CJetReconstruction,unknown,CA,N2Plain,1.5,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,17.53,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,28.66,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,58.88,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,105.48,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,139.71,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,185.24,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,281.28,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,418.35,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,612.2,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,845.55,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,947.66,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1186.17,CJetReconstruction,unknown,CA,N2Plain,2.0,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,17.78,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,29.72,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,61.4,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,102.27,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,140.5,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,188.68,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,277.69,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,419.37,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,584.62,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,824.69,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,939.59,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1200.8,CJetReconstruction,unknown,CA,N2Plain,3.0,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,15.42,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,25.0,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,24.58,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,35.52,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,44.22,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,57.45,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,69.51,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,93.57,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,113.57,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,142.82,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,165.0,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,191.49,CJetReconstruction,unknown,CA,N2Tiled,0.2,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,18.53,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,31.15,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,34.82,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,47.2,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,56.92,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,80.06,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,96.4,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,133.56,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,169.66,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,214.81,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,245.12,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,291.76,CJetReconstruction,unknown,CA,N2Tiled,0.4,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,23.03,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,36.18,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,53.86,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,80.42,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,100.5,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,128.42,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,165.16,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,219.83,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,286.06,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,369.94,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,410.48,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,490.15,CJetReconstruction,unknown,CA,N2Tiled,1.0,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,25.99,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,40.42,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,69.67,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,102.88,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,128.12,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,164.53,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,209.9,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,291.65,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,382.53,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,495.44,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,586.38,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,661.42,CJetReconstruction,unknown,CA,N2Tiled,1.5,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,26.23,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,42.66,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,74.97,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,116.18,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,147.07,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,191.68,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,257.53,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,368.26,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
